IncidntNum,Category,Descript,Date,X,Y
160049435,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,01/18/2016,-122.421546665346,37.7528561883583
160061445,DRUG/NARCOTIC,POSSESSION OF HEROIN,01/22/2016,-122.408322788185,37.7940625557105
160061445,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,01/22/2016,-122.408322788185,37.7940625557105
160066508,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,01/23/2016,-122.422062730264,37.7899200014841
160068532,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,01/24/2016,-122.416709701266,37.769594417868
160068532,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,01/24/2016,-122.416709701266,37.769594417868
160141194,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,02/17/2016,-122.390577977348,37.7342439948771
160145168,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,02/18/2016,-122.408673540372,37.7800574377607
160146586,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,02/18/2016,-122.422090267887,37.7808219708329
160146699,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,02/19/2016,-122.462003861436,37.7791838254247
160153553,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,02/21/2016,-122.443874498849,37.8007457026357
160153898,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,02/21/2016,-122.451935215132,37.7811686304794
160154078,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,02/21/2016,-122.409175171456,37.7920414139396
160154200,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,02/21/2016,-122.406970988225,37.7725273607571
160154670,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,02/21/2016,-122.397388784826,37.7825543452426
160058743,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,01/21/2016,-122.431957685196,37.7649357189679
160157630,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,02/22/2016,-122.414433155063,37.7846576329256
160157630,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,02/22/2016,-122.414433155063,37.7846576329256
160158199,DRUG/NARCOTIC,POSSESSION OF HEROIN,02/23/2016,-122.44352039096,37.7989993135254
160158365,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,02/23/2016,-122.419520367886,37.764228935718
160161164,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,02/24/2016,-122.415508242782,37.7816542806076
160161164,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,02/24/2016,-122.415508242782,37.7816542806076
160049855,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,01/18/2016,-122.413869632554,37.7818621883021
160079410,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,01/27/2016,-122.407734831168,37.7528247417833
160079410,DRUG/NARCOTIC,UNDER THE INFLUENCE OF CONTROLLED SUBSTANCES,01/27/2016,-122.407734831168,37.7528247417833
160164588,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,02/25/2016,-122.478869610819,37.758790180499
160165138,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,02/25/2016,-122.408162953857,37.7805345385278
160165746,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,02/25/2016,-122.41029351969,37.7822305870036
160165746,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,02/25/2016,-122.41029351969,37.7822305870036
160165843,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,02/25/2016,-122.445253428621,37.7739861399056
160166750,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,02/25/2016,-122.407877117352,37.7803875013555
160087015,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,01/30/2016,-122.393923139066,37.786851275498
160169005,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,02/26/2016,-122.414317857881,37.7799444052046
160018690,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,01/07/2016,-122.450545856412,37.7690591231714
160170422,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,02/27/2016,-122.392235600843,37.7339177755227
160170422,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,02/27/2016,-122.392235600843,37.7339177755227
160095024,PROSTITUTION,HUMAN TRAFFICKING,02/01/2016,-122.409523740653,37.7857602954934
160170513,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,02/27/2016,-122.41487855905,37.7826335031541
160171652,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,02/27/2016,-122.405941469147,37.7904631779771
160171981,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,02/27/2016,-122.450242113384,37.7700540212914
160103815,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,02/04/2016,-122.474308079894,37.7166425332691
160103962,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,02/04/2016,-122.474308079894,37.7166425332691
160172832,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,02/28/2016,-122.413631253258,37.7848053746211
160172832,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,02/28/2016,-122.413631253258,37.7848053746211
160104700,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,02/04/2016,-122.474308079894,37.7166425332691
160173222,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,02/28/2016,-122.432743727392,37.8005252171826
160173250,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,02/28/2016,-122.408710606663,37.7809706722053
160175165,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,02/29/2016,-122.418229899721,37.7784895366813
160175228,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,02/29/2016,-122.391659408678,37.7526062824756
160175278,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,02/29/2016,-122.405064813074,37.7850482514687
160177343,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,02/29/2016,-122.425622121387,37.7286044518538
160177365,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,02/29/2016,-122.410955248906,37.7841399509594
160079329,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,01/25/2016,-122.425237254245,37.7880691746427
160181435,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/02/2016,-122.392563426886,37.7368743139473
160181479,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/02/2016,-122.391493955999,37.7351844916326
160182198,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/02/2016,-122.411071423064,37.7817511307229
160182643,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/02/2016,-122.435773846395,37.7624591846215
160183378,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,03/02/2016,-122.412622143662,37.7844169819545
160026740,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,01/10/2016,-122.414433155063,37.7846576329256
160185910,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/03/2016,-122.429801668764,37.7303819548591
160185910,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,03/03/2016,-122.429801668764,37.7303819548591
160187148,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/04/2016,-122.389611118865,37.7617121749234
160187790,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,03/04/2016,-122.389488719233,37.7604368265074
160102823,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,02/04/2016,-122.40138669885,37.7394046286445
160139230,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,02/16/2016,-122.374019331833,37.729203356539
160189401,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/04/2016,-122.412857126524,37.7855804361702
160189928,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,03/04/2016,-122.430424955334,37.7807160084989
160190668,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/05/2016,-122.404271795034,37.7878080003666
160192034,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/05/2016,-122.408710606663,37.7809706722053
160192034,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/05/2016,-122.408710606663,37.7809706722053
160051305,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,01/18/2016,-122.415921585459,37.7596123168685
160051474,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,01/19/2016,-122.419606505703,37.7601560806744
160154028,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,02/21/2016,-122.410939205552,37.7792122590085
160198139,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/08/2016,-122.406539115148,37.7564864109309
160198377,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/08/2016,-122.403335801093,37.7133408583918
160198377,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,03/08/2016,-122.403335801093,37.7133408583918
160198377,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,03/08/2016,-122.403335801093,37.7133408583918
160198747,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/08/2016,-122.433622196421,37.800270294431
160198747,DRUG/NARCOTIC,POSSESSION OF HEROIN,03/08/2016,-122.433622196421,37.800270294431
160198747,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/08/2016,-122.433622196421,37.800270294431
160059127,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,01/21/2016,-122.395513264888,37.7536178531447
160059177,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,01/21/2016,-122.414743835382,37.778719262789
160199074,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/08/2016,-122.404903343063,37.7279456314778
160199262,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/08/2016,-122.490093437359,37.7807920840194
160199422,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,03/08/2016,-122.415064887666,37.7764354063246
160200295,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/08/2016,-122.407815467597,37.7683548732689
160200869,DRUG/NARCOTIC,POSSESSION OF HEROIN,03/08/2016,-122.419126295342,37.7869849580362
160201572,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,03/09/2016,-122.415669661443,37.7821198488931
160202310,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,03/09/2016,-122.413069926397,37.7820204255866
160202310,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,03/09/2016,-122.413069926397,37.7820204255866
160202423,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/09/2016,-122.411979487494,37.7809039696758
160202439,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/09/2016,-122.41029351969,37.7822305870036
160202495,DRUG/NARCOTIC,"PRESCRIPTION, FORGE OR ALTER (4390 B&P)",03/09/2016,-122.406324313914,37.7536322498822
160203186,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/09/2016,-122.449122960735,37.7697840925361
160203299,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/09/2016,-122.415077154938,37.7746870888435
160203409,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,03/09/2016,-122.41190223263,37.7526284767606
160203409,DRUG/NARCOTIC,TRANSPORTAION OF CONTROLLED SUBSTANCE,03/09/2016,-122.41190223263,37.7526284767606
160204203,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/10/2016,-122.392235600843,37.7339177755227
160204269,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/10/2016,-122.408812857233,37.7792934035033
160040574,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,01/15/2016,-122.390689582557,37.7352172280077
160205239,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,03/10/2016,-122.411071423064,37.7817511307229
160205433,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/10/2016,-122.414900544562,37.7827419623926
160205433,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/10/2016,-122.414900544562,37.7827419623926
160206005,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/10/2016,-122.418382008607,37.7832583770949
160206271,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,03/11/2016,-122.403404791479,37.775420706711
160206271,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/11/2016,-122.403404791479,37.775420706711
160206419,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/11/2016,-122.424873688619,37.7946072650051
160065293,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,01/23/2016,-122.419970859857,37.7674540344176
160206798,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/11/2016,-122.390971734551,37.7340152180723
160206958,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/10/2016,-122.400415850416,37.7235857366911
160066235,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,01/23/2016,-122.422062730264,37.7899200014841
160207815,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,03/11/2016,-122.414900544562,37.7827419623926
160207815,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,03/11/2016,-122.414900544562,37.7827419623926
160208051,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/11/2016,-122.421663206721,37.7625784042703
160209275,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,03/12/2016,-122.406539115148,37.7564864109309
160209463,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/12/2016,-122.408710606663,37.7809706722053
160209463,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/12/2016,-122.408710606663,37.7809706722053
160210777,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/12/2016,-122.490227406847,37.7826929166086
160152179,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,02/21/2016,-122.417812558787,37.7571005796428
160211571,DRUG/NARCOTIC,POSSESSION OF COCAINE,03/12/2016,-122.412515341356,37.7804777480508
160211888,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/13/2016,-122.403924079202,37.7806992112914
160212109,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/13/2016,-122.390577977348,37.7342439948771
160212319,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/13/2016,-122.432951589917,37.8050520228881
160213260,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,03/13/2016,-122.438098378037,37.7806388583762
160214105,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,03/14/2016,-122.391245623019,37.7332252032804
160214246,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/14/2016,-122.421734189838,37.7882961275539
160214854,DRUG/NARCOTIC,POSSESSION OF HEROIN,03/14/2016,-122.390689582557,37.7352172280077
160214854,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/14/2016,-122.390689582557,37.7352172280077
160215056,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,03/14/2016,-122.45353456066,37.7691662978052
160215056,DRUG/NARCOTIC,SALE OF MARIJUANA,03/14/2016,-122.45353456066,37.7691662978052
160215125,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/14/2016,-122.416696931762,37.7676671063296
160215181,DRUG/NARCOTIC,SALE OF MARIJUANA,03/14/2016,-122.449647662955,37.7696619195846
160215482,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,03/14/2016,-122.452706340322,37.7692156705894
160215482,DRUG/NARCOTIC,SALE OF MARIJUANA,03/14/2016,-122.452706340322,37.7692156705894
160215761,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,03/14/2016,-122.413869632554,37.7818621883021
160215761,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,03/14/2016,-122.413869632554,37.7818621883021
160216888,DRUG/NARCOTIC,UNDER THE INFLUENCE OF CONTROLLED SUBSTANCES,03/14/2016,-122.402835528142,37.7868009028384
160216979,DRUG/NARCOTIC,POSSESSION OF OPIATES,03/15/2016,-122.416293820935,37.777493677735
160216979,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/15/2016,-122.416293820935,37.777493677735
160217290,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,03/15/2016,-122.416583456133,37.7786591541508
160217290,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,03/15/2016,-122.416583456133,37.7786591541508
160217290,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,03/15/2016,-122.416583456133,37.7786591541508
160217290,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,03/15/2016,-122.416583456133,37.7786591541508
160217290,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/15/2016,-122.416583456133,37.7786591541508
160217886,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,03/15/2016,-122.417903977564,37.7851670875517
160218759,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,03/15/2016,-122.411593095704,37.7830529510782
160218759,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,03/15/2016,-122.411593095704,37.7830529510782
160198480,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/08/2016,-122.42013077113,37.7617902898149
160218919,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,03/15/2016,-122.415064887666,37.7764354063246
160218919,DRUG/NARCOTIC,POSSESSION OF HEROIN,03/15/2016,-122.415064887666,37.7764354063246
160218919,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,03/15/2016,-122.415064887666,37.7764354063246
160219519,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/15/2016,-122.403408669191,37.72700531963
160219581,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,03/15/2016,-122.389113595272,37.7857281880557
160084152,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,01/29/2016,-122.414056291891,37.7827931071006
160219917,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/15/2016,-122.411068869703,37.7888557042697
160219923,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/15/2016,-122.419104424644,37.7868764841608
160200223,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,03/08/2016,-122.414317857881,37.7799444052046
160200223,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,03/08/2016,-122.414317857881,37.7799444052046
160220641,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/16/2016,-122.414317857881,37.7799444052046
160220867,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/16/2016,-122.400171834642,37.7939050731848
160220920,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/16/2016,-122.439876434167,37.7164581000943
160220920,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/16/2016,-122.439876434167,37.7164581000943
160220964,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,03/16/2016,-122.418382008607,37.7832583770949
160220964,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,03/16/2016,-122.418382008607,37.7832583770949
160221564,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/16/2016,-122.415508242782,37.7816542806076
160222001,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,02/16/2016,-122.413401299155,37.780906077687
160222001,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,02/16/2016,-122.413401299155,37.780906077687
160222001,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,02/16/2016,-122.413401299155,37.780906077687
160222885,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/16/2016,-122.431204527214,37.72085578178
160222885,DRUG/NARCOTIC,POSSESSION OF COCAINE,03/16/2016,-122.431204527214,37.72085578178
160222885,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/16/2016,-122.431204527214,37.72085578178
160225209,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/17/2016,-122.41108692372,37.7781634278768
160082071,PROSTITUTION,HUMAN TRAFFICKING,01/28/2016,-122.41292895522,37.7896868265784
160204247,DRUG/NARCOTIC,POSSESSION OF HEROIN,03/10/2016,-122.414029821727,37.7823291237659
160204247,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,03/10/2016,-122.414029821727,37.7823291237659
160226809,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/18/2016,-122.45564374772,37.7217922825182
160227067,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,03/18/2016,-122.415669661443,37.7821198488931
160227380,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,03/18/2016,-122.448550750673,37.769313564495
160227380,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,03/18/2016,-122.448550750673,37.769313564495
160227380,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/18/2016,-122.448550750673,37.769313564495
160229728,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/19/2016,-122.41316085097,37.7774566611807
160229756,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/19/2016,-122.399876385379,37.7689873298733
160230082,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,03/19/2016,-122.4178091031,37.7847098968616
160230816,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/19/2016,-122.417878226786,37.7522731644848
160231052,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/19/2016,-122.49248913097,37.7822906641847
160233666,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,03/20/2016,-122.419671780296,37.7650501214668
160235167,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/21/2016,-122.42205542682,37.7930977033028
160237066,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,03/21/2016,-122.419827929961,37.7666737551835
160237066,DRUG/NARCOTIC,SALE OF METH-AMPHETAMINE,03/21/2016,-122.419827929961,37.7666737551835
160237947,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,03/22/2016,-122.469796495789,37.7142805655028
160238600,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,03/22/2016,-122.414743835382,37.778719262789
160238600,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,03/22/2016,-122.414743835382,37.778719262789
160238600,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,03/22/2016,-122.414743835382,37.778719262789
160243201,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,03/23/2016,-122.412192555721,37.7816045741252
160243938,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/24/2016,-122.39427843762,37.7899248361611
160248897,PROSTITUTION,HUMAN TRAFFICKING,03/25/2016,-122.478194247055,37.7625630891661
160249011,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,03/25/2016,-122.407387172098,37.7810688918781
160249118,PROSTITUTION,HUMAN TRAFFICKING,03/25/2016,-122.411747371924,37.7859988323798
160249174,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,03/25/2016,-122.418229899721,37.7784895366813
160249174,DRUG/NARCOTIC,POSSESSION OF HEROIN,03/25/2016,-122.418229899721,37.7784895366813
160249419,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,03/25/2016,-122.411593095704,37.7830529510782
160250369,DRUG/NARCOTIC,POSSESSION OF HEROIN,03/26/2016,-122.414056291891,37.7827931071006
160250369,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,03/26/2016,-122.414056291891,37.7827931071006
160251044,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,03/26/2016,-122.414302052544,37.781863316866
160252638,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,03/27/2016,-122.408600405402,37.7756834676857
160252638,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/27/2016,-122.408600405402,37.7756834676857
160253777,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,03/27/2016,-122.452706340322,37.7692156705894
160256276,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,03/28/2016,-122.419814593811,37.7658427213372
160256282,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,03/28/2016,-122.419520367886,37.764228935718
160257359,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,03/28/2016,-122.413869632554,37.7818621883021
